Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mundo,WLD,"Tasa de natalidad, nacidos vivos en un año (por cada 1.000 personas)",SP.DYN.CBRT.IN,31.90837971,31.16534342,35.10331124,36.27460979,35.13180164,34.47421434,33.40689425,33.12499308,33.23907987,32.7475012,32.49225712,31.75979511,31.28846563,30.65480528,29.7946359,29.11530996,28.29101467,27.89285633,27.62127866,27.53516818,27.58864334,28.07090552,28.27681903,27.6793482,27.43837263,27.44064726,27.55629746,27.46247368,26.98380433,26.47758412,26.05286484,25.46647814,24.81585748,24.41185853,24.04605626,23.62379294,23.30070172,22.94487699,22.50446913,22.07132942,21.84172445,21.55135092,21.24149851,20.95771668,20.78854991,20.61131333,20.44101246,20.40437961,20.34118838,20.16330372,20.00453108,20.11913462,20.23409555,19.72808815,19.64298229,19.11284268,19.17389417,18.70009921,18.17880719,17.81769659,17.22661128,16.93865591,,
